lemma,pos,synonyms,hypernyms
imply,VBN,connote|entail|imply|incriminate|inculpate|involve|mean,express|show|evince|necessitate|suggest|evoke|paint a picture|have|feature
trend,NNS,course|drift|movement|style|tendency|trend|vogue,direction|way|inclination|disposition|tendency|taste|appreciation|discernment|perceptiveness
increment,NNS,growth|increase|increment,process|physical process|amount
decrease,VBN,decrease|diminish|fall|lessen|minify,change magnitude|change|alter|modify
isus,NNP,,NA
compile,VBN,accumulate|amass|collect|compile|compose|hoard|pile up|roll up,store|hive away|lay in|put in|salt away|stack away|stash away|make
iberoamericana,NNP,,NA
indicadore,NNP,,NA
ciencium,NNP,,NA
y,NN,atomic number 39|wye|y|y|yttrium,metallic element|metal|letter|letter of the alphabet|alphabetic character
tecnología,NNP,,NA
ricyt,NNP,,NA
america,NNPS,america|the states|u.s.|u.s.a.|united states|united states of america|us|usa,
lion,NN,king of beasts|leo|leo the lion|lion|lion|panthera leo|social lion,big cat|cat|celebrity|famous person|person|individual|someone|somebody|mortal|soul
assess,VBG,appraise|assess|evaluate|measure|tax|valuate|value,evaluate|pass judgment|judge|charge|bill|determine|set|estimate|gauge|approximate|guess
outpace,VBG,outpace,surpass|outstrip|outmatch|outgo|exceed|outdo|surmount|outperform
correct,VBG,adjust|castigate|chasten|chastise|compensate|correct|counterbalance|decline|discipline|even off|even out|even up|make up|objurgate|rectify|redress|right|set|slump|sort out,change by reversal|turn|reverse|change|alter|modify|call on the carpet|take to task|rebuke|rag|trounce|lecture|reprimand|jaw|dress down|call down|scold|chide|berate|bawl out|remonstrate|chew out|chew up|have words|lambaste|lambast|balance|equilibrate|equilibrize|equilibrise|punish|penalize|penalise|descend|fall|go down|come down|treat|care for
invest,VBN,adorn|clothe|commit|empower|endow|endue|enthrone|gift|induct|indue|invest|place|put|seat|vest,spend|expend|drop|enable|equip|fit|fit out|outfit|install|instal
out-published,JJ,,NA
undoubtedly,RB,doubtless|doubtlessly|undoubtedly,NA
researcher,NN,investigator|research worker|researcher,scientist
research,VB,explore|research|search,investigate|look into|investigate|look into
indicator,NNS,index|index number|indicant|indicator,fact|signal|signaling|sign|device|coloring material|colouring material|color|colour
developing,NN,developing|development,processing
gross,JJ,arrant(a)|complete(a)|consummate(a)|crude|crying(a)|double-dyed(a)|earthy|egregious|everlasting(a)|flagrant|glaring|gross|gross(a)|megascopic|perfect(a)|porcine|pure(a)|rank|sodding(a)|staring(a)|stark(a)|thorough(a)|thoroughgoing(a)|unadulterated|utter(a)|vulgar,
gdp,NNP,gdp|gross domestic product,value
compare,VBP,compare|equate|liken,analyze|analyse|study|examine|canvass|be|consider|inflect
albornoz,NNP,,NA
uruguay,NNP,uruguay,
chile,NNP,chile|chile|chili|chili pepper|chilli|chilly|republic of chile,hot pepper
panama,NNP,boater|leghorn|panama|panama hat|republic of panama|sailor|skimmer|straw hat,hat|chapeau|lid
cuba,NNP,cuba|republic of cuba,
notoriously,RB,notoriously,NA
rica,NNP,,NA
brazil,NNP,brasil|brazil|brazil|brazil nut|federative republic of brazil,edible nut
dollar,NN,buck|clam|dollar|dollar bill|dollar mark|dollar sign|one dollar bill,monetary unit|bill|note|government note|bank bill|banker's bill|bank note|banknote|federal reserve note|greenback|coin|symbol
decrease,VBG,decrease|diminish|fall|lessen|minify,change magnitude|change|alter|modify
explanation,NN,account|explanation,statement|thinking|thought|thought process|cerebration|intellection|mentation|speech act
publish,VBG,bring out|issue|print|publish|put out|release,produce|make|create|publicize|publicise|air|bare
mutually,RB,mutually|reciprocally,
journal,NNS,daybook|diary|journal,writing|written material|piece of writing|periodical|ledger|leger|account book|book of account|book|volume|axle
stimulus,NN,input|stimulant|stimulation|stimulus,information
collaboration,NNS,coaction|collaboration|collaborationism|quislingism,cooperation
costly,JJ,costly|dear(p)|dearly-won|high-priced|pricey|pricy,
exactly,RB,exactly|incisively|just|on the button|on the dot|on the nose|precisely|properly,NA
ecology,NN,bionomics|ecology|environmental science,environment|biology|biological science
ecological,JJ,bionomic|bionomical|ecologic|ecological,
credit,VBD,accredit|credit,impute|ascribe|assign|attribute|account|calculate|trust
affiliate,VBN,affiliate|associate|assort|consort,interact|join|fall in|get together
credit,NN,acknowledgment|citation|cite|course credit|credit|credit entry|credit rating|deferred payment|mention|quotation|recognition|reference,approval|commendation|assets|entry|accounting entry|ledger entry|accomplishment|achievement|payment|attainment|note|annotation|notation|title|estimate|estimation|approximation|idea
subcontinent,NNS,subcontinent,landmass|land mass
fall,VBG,accrue|come|come down|decrease|descend|devolve|diminish|fall|fall down|flow|go down|hang|lessen|light|pass|precipitate|return|settle|shine|strike,travel|go|move|locomote|change state|turn|be|fail|go wrong|miscarry|die|decease|perish|exit|pass away|expire|pass|kick the bucket|cash in one's chips|buy the farm|conk|give-up the ghost|drop dead|pop off|choke|croak|snuff it|happen|hap|go on|pass off|occur|fall out|come about|take place|yield|change magnitude|fall|sin|transgress|trespass|leave office|quit|step down|resign|change hands|change owners|return|devolve|slope|incline|pitch|change posture|change|issue|emerge|come out|come forth|go forth|egress|be born|get down|begin|get|start out|start|set about|set out|commence|disappear|vanish|go away|come
pronounced,JJ,marked|pronounced,
respect,NN,deference|esteem|obedience|regard|respect|respectfulness,detail|item|point|honor|honour|laurels|attitude|mental attitude|politeness|civility|filial duty|affection|affectionateness|fondness|tenderness|heart|warmness|warmheartedness|philia|courtesy|good manners
shy,VBG,shy,startle|jump|start|throw
top-ranked,JJ,,NA
citation,NNS,acknowledgment|citation|citation|cite|commendation|credit|mention|quotation|quote|reference,award|accolade|honor|honour|laurels|speech act|note|annotation|notation|excerpt|excerption|extract|selection|summons|process
most-cited,JJ,,NA
emphasize,VBZ,accent|accentuate|emphasise|emphasize|punctuate|stress|underline|underscore,express|show|evince|stress|emphasize|emphasise|punctuate|accent|accentuate
institution,NN,asylum|creation|establishment|foundation|founding|initiation|innovation|insane asylum|instauration|institution|introduction|mental home|mental hospital|mental institution|origination|psychiatric hospital,organization|organisation|establishment|custom|tradition|beginning|start|commencement|hospital|infirmary
overall,RB,,NA
underrepresented,JJ,,NA
swinbank,NNP,,NA
fail,VBP,betray|bomb|break|break down|conk out|die|fail|flunk|flush it|give out|give way|go|go bad|go wrong|miscarry|neglect|run out,NA
cite,VBN,abduce|adduce|advert|bring up|cite|mention|name|quote|refer|reference|summon|summons,think of|have in mind|mean|notice|acknowledge|write|compose|pen|indite|repeat|reiterate|ingeminate|iterate|restate|retell|mention|advert|bring up|cite|name|refer|testify|bear witness|prove|evidence|show|call|send for
agenda,NNS,agenda|agendum|docket|order of business|schedule,plan|program|programme|list|listing
mainstream,NN,mainstream,thought
conspiracy,NN,cabal|confederacy|conspiracy,agreement|understanding|plot|secret plan|game|set|circle|band|lot
perception,NN,percept|perception|perceptual experience|sensing,representation|mental representation|internal representation|conceptualization|conceptualisation|conceptuality|basic cognitive process|cognition|knowledge|noesis|sensory activity
high-profile,JJ,,NA
overlook,VBN,command|dominate|drop|leave out|look across|look out on|look out over|miss|neglect|omit|overleap|overlook|overtop|pretermit,miss|lose|lie|survey
attend,VBG,advert|assist|attend|attend to|give ear|go to|hang|look|pay heed|see|serve|take care|wait on,be|care|give care|attach to|accompany|come with|go with|help|assist|aid|listen
introduce,VBG,acquaint|bring in|bring out|enclose|enter|inaugurate|inclose|infix|innovate|insert|introduce|precede|preface|premise|present|put in|stick in|usher in,inform|initiate|pioneer|put|set|place|pose|position|lay|establish|give|attach|introduce|present|acquaint|project|propose|state|say|tell|begin|lead off|start|commence
forum,NNS,assembly|forum|meeting place,meeting|group meeting|facility|installation
funding,NNP,backing|financial backing|financial support|financing|funding|support,resource|finance
unconcerned,JJ,unconcerned,
gap,NN,break|col|crack|disruption|gap|interruption|opening|spread,disparity|space|opening|pass|mountain pass|notch|dispute|difference|difference of opinion|conflict|delay|holdup
push,NN,button|energy|get-up-and-go|push|push button|pushing|thrust,propulsion|actuation|force|drive|switch|electric switch|electrical switch|progress|progression|procession|advance|advancement|forward motion|onward motion
discipline,NN,bailiwick|correction|discipline|field|field of study|study|subject|subject area|subject field,knowledge domain|knowledge base|domain|system|system of rules|trait|training|preparation|grooming|punishment|penalty|penalization|penalisation
benefit,VB,benefit|do good|gain|profit,get|acquire|help|aid
geographic,JJ,geographic|geographical,
solve,VBN,clear|figure out|lick|puzzle out|resolve|solve|work|work out,understand|calculate|cipher|cypher|compute|work out|reckon|figure|settle|square off|square up|determine
insight,NN,brainstorm|brainwave|insight|penetration|perceptiveness|perceptivity|sixth sense,perception|sensibility|understanding|apprehension|discernment|savvy|intuition
climate,NN,climate|clime|mood,environmental condition|condition|status
biodiversity,NN,biodiversity,diverseness|diversity|multifariousness|variety
urgently,RB,desperately|urgently,
proportionally,RB,proportionally|proportionately,
neglect,VBN,disregard|drop|fail|ignore|leave out|miss|neglect|omit|overleap|overlook|pretermit,
renewable,JJ,renewable,
biomedical,JJ,biomedical,
castro,NNP,castro|fidel castro|fidel castro ruz,
díaz-,NNP,,NA
balart,NNP,,NA
equitable,JJ,equitable|just,
reason,VBZ,argue|conclude|reason|reason out,think|cogitate|cerebrate|present|represent|lay out|think|cogitate|cerebrate
head,VBG,channelise|channelize|direct|guide|head|head up|lead|maneuver|manoeuver|manoeuvre|point|steer,proceed|go forward|continue|direct|precede|lead|be|control|command|originate|arise|rise|develop|uprise|spring up|grow|lie|form|remove|take|take away|withdraw
target,VB,aim|direct|place|point|target,aim|take|train|take aim|direct
jstor,NNP,,NA
intend,VB,designate|destine|intend|mean|signify|specify|stand for|think,plan|convey
bowen,NNP,,NA
ever-voracious,JJ,,NA
house,VB,domiciliate|house|put up,accommodate|hold|admit|shelter
volumes,NNS,,NA
format,NN,data format|data formatting|format|formatting,information|info|appearance|visual aspect
discard,VBN,cast aside|cast away|cast out|chuck out|discard|dispose|fling|put away|throw away|throw out|toss|toss away|toss out,get rid of|remove
digitised,JJ,,NA
holding,NNS,belongings|holding|keeping|property|retention,possession|ownership
space-saving,JJ,,NA
understandable,NNP,,NA
user-friendly,JJ,user-friendly,
search,VBG,explore|look|look for|research|search|seek,examine|see|investigate|look into
capability,NNS,capability|capableness|capacity|potentiality,ability|susceptibility|susceptibleness|aptitude
full-text,JJ,,NA
likewise,RB,alike|also|as well|besides|likewise|similarly|too,NA
digitise,NN,,NA
back-run,JJ,,NA
bold,JJ,bluff|bold|sheer,
version,NNS,adaptation|edition|interlingual rendition|interpretation|reading|rendering|translation|variant|variation|version,interpretation|type|writing|written material|piece of writing|written record|written account|representation|mental representation|internal representation|turn|turning
title,NNS,championship|claim|deed|deed of conveyance|form of address|rubric|statute title|title|title of respect,heading|header|head|name|subheading|subhead|high status|legal document|legal instrument|official document|instrument|appellation|denomination|designation|appellative|legal right|writing|written material|piece of writing|right
current,NN,current|electric current|flow|stream,electrical phenomenon|flow|flowing|course|line
retrospective,NN,retrospective,art exhibition
value,VBN,appraise|appreciate|assess|esteem|evaluate|measure|prise|prize|rate|respect|treasure|valuate|value,determine|set|see|consider|reckon|view|regard|evaluate|pass judgment|judge|measure|valuate|assess|appraise|value
look,VBP,appear|attend|await|bank|bet|calculate|count|depend|expect|face|front|look|reckon|rely|search|see|seem|swear|take care|wait,be|examine|see|lie|care|give care|convey|match|fit|correspond|check|jibe|gibe|tally|agree|trust
subscription-based,JJ,,NA
open-access,JJ,,NA
publisher,NNS,newspaper publisher|publisher|publishing company|publishing firm|publishing house,firm|house|business firm|professional|professional person|owner|proprietor
improve,VBP,ameliorate|amend|better|improve|meliorate,change|alter|modify|change state|turn
reader,NNS,lector|lecturer|proofreader|reader|referee|reviewer|subscriber,scholar|scholarly person|bookman|student|customer|client|literate|literate person|critic|printer|pressman|clergyman|reverend|man of the cloth|holy order|order|educator|pedagogue|pedagog|textbook|text|text edition|schoolbook|school text
small-scale,JJ,minor|modest|pocket-size|pocket-sized|small|small-scale,
lesson,NNS,deterrent example|example|lesson|moral|object lesson,teaching|instruction|pedagogy|admonition|monition|warning|word of advice|meaning|significance|signification|import|school assignment|schoolwork
